,College_Name,State,Public_or_Private,Apps_received,Apps_accepted,New_students,Percent_from_top_10,Percent_from_top_25,FT_undergrads,PT_undergrads,in-state_tuition,out-of-state_tuition,room,board,fees,book_costs,personal_costs,PhD_Faculty,faculty_student_ratio,Graduation_rate
974,Elizabethtown College,PA,2,2417.0,1843.0,426.0,36.0,70.0,1476.0,299.0,14190.0,14190.0,2200.0,2200.0,400.0,500.0,750.0,65.0,12.8,81.0
975,Franklin and Marshall College,PA,2,3270.0,2120.0,508.0,46.0,80.0,1748.0,40.0,24940.0,24940.0,,,,590.0,730.0,93.0,10.9,86.0
976,Gannon University,PA,2,2464.0,1908.0,678.0,24.0,57.0,2693.0,691.0,10970.0,10970.0,1940.0,2340.0,50.0,500.0,1380.0,47.0,13.3,65.0
977,Geneva College,PA,2,668.0,534.0,237.0,19.0,39.0,1306.0,258.0,9476.0,9476.0,2800.0,2020.0,44.0,500.0,1100.0,67.0,20.1,74.0
978,Gettysburg College,PA,2,3596.0,2466.0,575.0,42.0,78.0,1944.0,46.0,19964.0,19964.0,2180.0,2148.0,90.0,500.0,500.0,94.0,12.1,83.0
979,Grove City College,PA,2,2491.0,1110.0,573.0,57.0,88.0,2213.0,35.0,5224.0,5224.0,,,650.0,525.0,350.0,65.0,18.4,100.0
980,Gwynedd Mercy College,PA,2,380.0,237.0,104.0,30.0,56.0,716.0,1108.0,11000.0,11000.0,5550.0,,,500.0,500.0,36.0,7.8,96.0
981,Haverford College,PA,2,2128.0,927.0,292.0,76.0,97.0,1083.0,,18833.0,18833.0,3400.0,2835.0,182.0,685.0,1100.0,94.0,10.6,95.0
982,Holy Family College,PA,2,622.0,354.0,169.0,14.0,41.0,1145.0,1148.0,8800.0,8800.0,,,200.0,675.0,1500.0,44.0,11.2,74.0
983,Immaculata College,PA,2,268.0,253.0,103.0,16.0,44.0,494.0,1305.0,10000.0,10000.0,5364.0,,170.0,500.0,1000.0,56.0,11.2,69.0
984,Indiana University of Pennsylvania,PA,1,6373.0,3264.0,1625.0,19.0,58.0,11375.0,1132.0,2954.0,7352.0,1200.0,1706.0,585.0,500.0,,77.0,20.6,63.0
985,Juniata College,PA,2,1005.0,859.0,298.0,36.0,55.0,1075.0,43.0,14850.0,14850.0,2250.0,2210.0,110.0,450.0,420.0,97.0,12.7,80.0
986,King's College,PA,2,1456.0,1053.0,381.0,20.0,45.0,500.0,541.0,10910.0,10910.0,2410.0,2750.0,500.0,400.0,1795.0,66.0,15.6,87.0
987,Lafayette College,PA,2,4010.0,2402.0,572.0,36.0,59.0,2018.0,226.0,18730.0,18730.0,3000.0,2740.0,75.0,600.0,1000.0,93.0,10.5,92.0
988,La Salle University,PA,2,2929.0,1834.0,622.0,20.0,56.0,2738.0,1662.0,12600.0,12600.0,2510.0,3100.0,170.0,450.0,3160.0,90.0,15.1,84.0
989,Lebanon Valley College,PA,2,1386.0,1060.0,320.0,28.0,56.0,965.0,502.0,13850.0,13850.0,4755.0,,395.0,400.0,1125.0,84.0,12.3,85.0
990,Lehigh University,PA,2,6397.0,4304.0,1092.0,40.0,84.0,4298.0,132.0,18700.0,18700.0,3160.0,2420.0,250.0,750.0,1130.0,96.0,12.5,91.0
991,Lincoln University,PA,1,1660.0,1091.0,326.0,15.0,41.0,1196.0,33.0,3020.0,4818.0,1750.0,1650.0,375.0,350.0,1400.0,71.0,12.6,45.0
992,Lycoming College,PA,2,1286.0,1005.0,363.0,16.0,37.0,1363.0,74.0,13900.0,13900.0,2250.0,2050.0,,500.0,900.0,75.0,14.0,72.0
993,Marywood College,PA,2,1107.0,859.0,323.0,13.0,51.0,1452.0,402.0,11040.0,11040.0,2250.0,2250.0,400.0,600.0,700.0,65.0,11.8,66.0
994,Mercyhurst College,PA,2,1557.0,1074.0,397.0,15.0,40.0,1805.0,433.0,9813.0,9813.0,,,623.0,425.0,1000.0,45.0,16.7,78.0
995,Messiah College,PA,2,1742.0,1382.0,607.0,30.0,64.0,2258.0,53.0,10300.0,10300.0,2540.0,2540.0,84.0,475.0,1200.0,68.0,14.1,89.0
996,Moravian College,PA,2,1232.0,955.0,303.0,23.0,58.0,1241.0,485.0,14990.0,14990.0,2130.0,2600.0,180.0,550.0,1250.0,86.0,15.2,74.0
997,Carlow College,PA,2,395.0,318.0,166.0,,,807.0,1011.0,9358.0,9358.0,4264.0,,292.0,500.0,1000.0,58.0,10.9,68.0
998,Muhlenberg College,PA,2,2519.0,1836.0,462.0,30.0,61.0,1656.0,352.0,16975.0,16975.0,2360.0,2205.0,,600.0,850.0,76.0,12.8,83.0
999,Widener University,PA,2,2139.0,1492.0,502.0,24.0,64.0,2186.0,2171.0,12350.0,12350.0,,,,500.0,1350.0,88.0,12.6,63.0
1000,Bloomsburg Univ. of Pennsylvania,PA,1,6773.0,3028.0,1025.0,15.0,55.0,5847.0,946.0,3086.0,7844.0,1650.0,1298.0,608.0,500.0,1680.0,66.0,18.0,75.0
1001,California University of Pennsylvania,PA,1,2746.0,1505.0,1028.0,14.0,24.0,4787.0,789.0,2278.0,6312.0,,2940.0,370.0,,,53.0,16.3,58.0
1002,Cheyney University of Penn.,PA,1,1104.0,767.0,287.0,,,1130.0,65.0,2728.0,6122.0,1728.0,1612.0,210.0,500.0,,52.0,13.0,
1003,East Stroudsburg University of Penn.,PA,1,3812.0,2227.0,818.0,4.0,27.0,3947.0,611.0,,,2100.0,1156.0,,500.0,,66.0,19.4,54.0
1004,Edinboro University of Penn.,PA,1,4419.0,3074.0,1349.0,,20.0,6318.0,817.0,3086.0,7844.0,1760.0,1890.0,599.0,500.0,1500.0,54.0,19.0,54.0
1005,Kutztown University of Penn.,PA,1,5880.0,2840.0,1136.0,12.0,33.0,5866.0,918.0,3512.0,8285.0,2000.0,970.0,1150.0,500.0,,58.0,19.4,57.0
1006,Lock Haven University of Pennsylvania,PA,1,3570.0,2215.0,651.0,17.0,41.0,3390.0,325.0,2954.0,7352.0,3620.0,,554.0,225.0,500.0,47.0,16.1,63.0
1007,Mansfield University of Penn.,PA,1,2694.0,1725.0,606.0,,,2891.0,332.0,3154.0,7452.0,1984.0,1380.0,486.0,650.0,800.0,48.0,15.9,55.0
1008,Millersville University of Penn.,PA,1,6011.0,3075.0,960.0,22.0,60.0,5146.0,1532.0,3086.0,7844.0,2200.0,1630.0,834.0,450.0,1258.0,72.0,16.8,71.0
1009,Shippensburg University of Penn.,PA,1,5818.0,3281.0,1116.0,14.0,53.0,5268.0,300.0,3086.0,7844.0,1952.0,1552.0,770.0,450.0,1700.0,80.0,18.8,72.0
1010,Slippery Rock University of Penn.,PA,1,4655.0,3113.0,1241.0,26.0,67.0,5965.0,954.0,2954.0,7352.0,1494.0,1762.0,593.0,500.0,,72.0,16.9,56.0
1011,West Chester University of Penn.,PA,1,6502.0,3539.0,1372.0,11.0,51.0,7484.0,1904.0,3086.0,7844.0,4108.0,,560.0,400.0,2000.0,76.0,15.3,52.0
1012,University of the Arts,PA,2,974.0,704.0,290.0,5.0,22.0,1145.0,39.0,12520.0,12520.0,3860.0,,500.0,1300.0,700.0,16.0,7.5,57.0
1013,Philadelphia Coll. of Textiles and Sci.,PA,2,1538.0,1259.0,468.0,19.0,42.0,1664.0,1042.0,11690.0,11690.0,2596.0,2466.0,40.0,600.0,1664.0,48.0,12.9,68.0
1014,Point Park College,PA,2,875.0,744.0,207.0,7.0,38.0,1173.0,1402.0,9700.0,9700.0,4830.0,,350.0,400.0,1200.0,45.0,14.5,66.0
1015,Robert Morris College,PA,2,907.0,771.0,387.0,,,2621.0,1808.0,6540.0,6540.0,2454.0,1872.0,330.0,500.0,1000.0,58.0,18.5,58.0
1016,Seton Hill College,PA,2,936.0,794.0,197.0,24.0,56.0,752.0,210.0,11240.0,11240.0,2090.0,2090.0,160.0,350.0,2000.0,71.0,11.2,71.0
1017,Saint Francis College,PA,2,1046.0,824.0,284.0,21.0,45.0,1223.0,451.0,10880.0,10880.0,5050.0,,860.0,400.0,1235.0,64.0,19.3,69.0
1018,Saint Joseph's University,PA,2,2519.0,2003.0,776.0,39.0,71.0,2473.0,1314.0,12750.0,12750.0,,,275.0,350.0,1690.0,84.0,17.4,83.0
1019,Saint Vincent College,PA,2,700.0,595.0,278.0,19.0,35.0,1035.0,182.0,10850.0,10850.0,2110.0,1826.0,60.0,500.0,900.0,62.0,12.3,88.0
1020,Susquehanna University,PA,2,2096.0,1512.0,465.0,27.0,59.0,1442.0,166.0,16130.0,16130.0,2490.0,2220.0,280.0,400.0,800.0,83.0,13.9,90.0
1021,Swarthmore College,PA,2,3203.0,1255.0,413.0,81.0,97.0,1387.0,,19124.0,19124.0,3384.0,3200.0,192.0,772.0,728.0,93.0,8.8,95.0
1022,Temple University,PA,1,7987.0,5145.0,2399.0,15.0,37.0,14726.0,4666.0,5314.0,10096.0,3492.0,1790.0,150.0,600.0,3324.0,87.0,11.2,45.0
1023,Thiel College,PA,2,1154.0,951.0,253.0,15.0,31.0,791.0,140.0,11172.0,11172.0,2590.0,2368.0,230.0,700.0,1350.0,68.0,11.6,60.0
1024,University of Pennsylvania,PA,2,12394.0,5232.0,2464.0,85.0,100.0,9205.0,531.0,17020.0,17020.0,3700.0,3570.0,1836.0,500.0,1544.0,95.0,6.3,93.0
1025,University of Pittsburgh-Main Campus,PA,1,8586.0,6383.0,2503.0,25.0,59.0,13138.0,4289.0,4962.0,10786.0,2760.0,1800.0,454.0,400.0,900.0,93.0,7.8,66.0
1026,University of Scranton,PA,2,4471.0,2942.0,910.0,29.0,60.0,3674.0,493.0,11584.0,11584.0,2536.0,3450.0,975.0,650.0,800.0,83.0,14.1,92.0
1027,Ursinus College,PA,2,1399.0,1026.0,308.0,44.0,77.0,1131.0,17.0,14900.0,14900.0,,,180.0,500.0,800.0,82.0,11.6,79.0
1028,Villanova University,PA,2,7759.0,5588.0,1477.0,30.0,68.0,6362.0,1292.0,15925.0,15925.0,3170.0,3337.0,445.0,400.0,300.0,89.0,13.4,96.0
1029,Washington and Jefferson College,PA,2,1305.0,1100.0,334.0,42.0,64.0,1098.0,151.0,16260.0,16260.0,2070.0,1935.0,280.0,300.0,500.0,91.0,12.1,86.0
1030,Waynesburg College,PA,2,1190.0,978.0,324.0,12.0,30.0,1280.0,61.0,8840.0,8840.0,1800.0,1820.0,220.0,500.0,1200.0,57.0,16.2,63.0
1031,Westminster College,PA,2,996.0,866.0,377.0,29.0,58.0,1411.0,72.0,12065.0,12065.0,1980.0,1635.0,595.0,430.0,685.0,62.0,12.5,80.0
1032,Wilkes University,PA,2,1631.0,1431.0,434.0,15.0,36.0,1803.0,603.0,11150.0,11150.0,3100.0,2030.0,418.0,550.0,1260.0,78.0,13.3,67.0
1033,Wilson College,PA,2,167.0,130.0,46.0,16.0,50.0,199.0,676.0,11428.0,11428.0,2509.0,,118.0,450.0,475.0,67.0,8.3,67.0
1034,York College of Pennsylvania,PA,2,2989.0,1855.0,691.0,28.0,63.0,2988.0,1726.0,4990.0,4990.0,1725.0,1835.0,225.0,500.0,1250.0,75.0,18.1,99.0
1035,Allentown Coll. of St. Francis de Sales,PA,2,1179.0,780.0,290.0,38.0,64.0,1130.0,638.0,9690.0,9690.0,2495.0,2290.0,60.0,600.0,1000.0,60.0,13.3,74.0
1036,La Roche College,PA,2,361.0,321.0,185.0,10.0,41.0,650.0,819.0,8842.0,8842.0,2862.0,1920.0,140.0,600.0,1100.0,57.0,14.2,52.0
1037,Neumann College,PA,2,245.0,180.0,69.0,17.0,23.0,485.0,752.0,9950.0,9950.0,,,240.0,500.0,,42.0,11.0,
1038,Pennsylvania State Univ. Main Campus,PA,1,19315.0,10344.0,3450.0,48.0,93.0,28938.0,2025.0,4966.0,10645.0,1840.0,2220.0,70.0,512.0,2394.0,77.0,18.1,63.0
1039,Clarion University of Pennsylvania,PA,1,2740.0,2497.0,1188.0,,,4828.0,605.0,3086.0,7844.0,1710.0,1214.0,792.0,550.0,1498.0,61.0,19.2,63.0
1040,Brown University,RI,2,12586.0,3239.0,1462.0,87.0,95.0,5643.0,349.0,19528.0,19528.0,3574.0,2352.0,650.0,720.0,1100.0,99.0,7.6,97.0
1041,Bryant College,RI,2,2198.0,1786.0,632.0,15.0,43.0,2556.0,1004.0,12600.0,12600.0,3640.0,2770.0,,500.0,700.0,84.0,19.0,82.0
1042,Providence College,RI,2,5139.0,3346.0,973.0,20.0,55.0,3717.0,1358.0,14400.0,14400.0,3250.0,2950.0,375.0,450.0,1100.0,66.0,18.4,96.0
1043,Rhode Island College,RI,1,2310.0,1767.0,1030.0,15.0,50.0,4882.0,2706.0,2370.0,6694.0,2537.0,2600.0,468.0,500.0,,74.0,15.7,47.0
1044,Rhode Island School of Design,RI,2,1831.0,842.0,379.0,17.0,45.0,1846.0,,16684.0,16684.0,3354.0,3318.0,90.0,1500.0,1700.0,27.0,10.0,96.0
1045,Salve Regina University,RI,2,1475.0,1257.0,362.0,7.0,20.0,1393.0,278.0,14200.0,14200.0,6500.0,,75.0,500.0,,64.0,9.6,71.0
1046,University of Rhode Island,RI,1,9643.0,7751.0,1968.0,12.0,40.0,8894.0,2456.0,3004.0,10330.0,3168.0,2390.0,1238.0,500.0,1250.0,84.0,16.6,63.0
1047,Roger Williams University,RI,2,3304.0,2804.0,679.0,10.0,20.0,2111.0,1489.0,12520.0,12520.0,3060.0,2990.0,480.0,500.0,730.0,44.0,16.4,61.0
1048,Charleston Southern University,SC,2,1199.0,904.0,397.0,,,1533.0,734.0,7730.0,7730.0,,,9.0,750.0,1890.0,60.0,19.2,39.0
1049,Benedict College,SC,2,1622.0,1472.0,341.0,,,1203.0,63.0,5210.0,5210.0,,,425.0,120.0,2200.0,44.0,14.6,48.0
1050,Central Wesleyan College,SC,2,174.0,146.0,88.0,8.0,29.0,1047.0,33.0,8300.0,8300.0,1000.0,2080.0,200.0,600.0,600.0,62.0,15.2,58.0
1051,The Citadel,SC,1,1500.0,1242.0,611.0,12.0,36.0,2024.0,292.0,3076.0,7070.0,830.0,1609.0,264.0,400.0,779.0,95.0,17.1,84.0
1052,Claflin College,SC,2,1196.0,697.0,499.0,21.0,47.0,959.0,13.0,4412.0,4412.0,1000.0,1460.0,600.0,500.0,1000.0,69.0,16.9,21.0
1053,Clemson University,SC,1,8065.0,5257.0,2301.0,37.0,65.0,11755.0,770.0,3036.0,8116.0,1890.0,1720.0,,800.0,1618.0,82.0,18.0,73.0
1054,Coker College,SC,2,604.0,452.0,295.0,15.0,47.0,690.0,222.0,9888.0,9888.0,1846.0,2670.0,185.0,400.0,1000.0,64.0,12.1,75.0
1055,College of Charleston,SC,1,4772.0,3140.0,1265.0,22.0,55.0,6851.0,1200.0,3060.0,6120.0,2200.0,1260.0,,666.0,2316.0,73.0,17.2,51.0
1056,Columbia College,SC,2,737.0,614.0,242.0,21.0,67.0,968.0,237.0,10425.0,10425.0,3975.0,,,500.0,1500.0,61.0,14.7,76.0
1057,Converse College,SC,2,440.0,407.0,149.0,35.0,70.0,643.0,80.0,12050.0,12050.0,,,,500.0,900.0,63.0,10.2,75.0
1058,Erskine College,SC,2,659.0,557.0,167.0,47.0,74.0,532.0,35.0,10485.0,10485.0,1760.0,2080.0,660.0,475.0,1246.0,76.0,13.5,67.0
1059,Furman University,SC,2,2161.0,1951.0,685.0,56.0,82.0,2371.0,175.0,13440.0,13440.0,2096.0,1952.0,134.0,600.0,1250.0,92.0,13.5,82.0
1060,Lander University,SC,1,1166.0,1009.0,510.0,9.0,33.0,2074.0,341.0,3340.0,4938.0,1867.0,1120.0,50.0,528.0,1702.0,67.0,17.0,51.0
1061,Limestone College,SC,2,725.0,554.0,369.0,5.0,40.0,786.0,682.0,7100.0,7100.0,3500.0,,100.0,300.0,,39.0,11.2,
1062,Morris College,SC,2,882.0,730.0,330.0,2.0,13.0,926.0,12.0,4515.0,4515.0,2550.0,,115.0,850.0,2100.0,53.0,18.6,60.0
1063,Newberry College,SC,2,872.0,722.0,154.0,14.0,36.0,601.0,36.0,10194.0,10194.0,1600.0,1000.0,300.0,500.0,1500.0,57.0,11.4,83.0
1064,Presbyterian College,SC,2,1082.0,832.0,302.0,34.0,63.0,1133.0,30.0,11859.0,11859.0,1711.0,1924.0,892.0,554.0,1429.0,80.0,13.4,85.0
1065,South Carolina State University,SC,1,2556.0,1752.0,946.0,7.0,16.0,4396.0,515.0,2200.0,4380.0,1420.0,1316.0,100.0,600.0,,60.0,18.3,
1066,University of South Carolina at Columbia,SC,1,7693.0,5815.0,2328.0,30.0,66.0,12594.0,3661.0,3196.0,8074.0,3522.0,,,495.0,2941.0,84.0,16.9,63.0
1067,University of South Carolina at Aiken,SC,1,848.0,560.0,377.0,14.0,24.0,1855.0,1412.0,2320.0,5800.0,3066.0,,75.0,500.0,1500.0,62.0,14.8,48.0
1068,Coastal Carolina University,SC,1,1854.0,1391.0,732.0,9.0,28.0,3020.0,1174.0,2710.0,7000.0,2640.0,1450.0,,600.0,,74.0,17.0,51.0
1069,Voorhees College,SC,2,1465.0,1006.0,188.0,10.0,30.0,703.0,20.0,4450.0,4450.0,,,,500.0,1200.0,43.0,22.9,58.0
1070,Winthrop University,SC,1,2320.0,1805.0,769.0,24.0,61.0,3395.0,670.0,3620.0,6400.0,2058.0,1334.0,,580.0,2150.0,71.0,12.8,59.0
1071,Wofford College,SC,2,1501.0,935.0,273.0,51.0,83.0,1059.0,34.0,12680.0,12680.0,,,,605.0,1440.0,91.0,15.3,75.0
1072,Univ. of South Carolina at Spartanburg,SC,1,885.0,553.0,381.0,13.0,38.0,2207.0,1058.0,2295.0,5739.0,,,,312.0,,70.0,15.9,38.0
1073,Francis Marion University,SC,1,1801.0,1655.0,819.0,13.0,38.0,3224.0,436.0,2920.0,5840.0,1540.0,1598.0,,400.0,2430.0,76.0,19.1,43.0
1074,Augustana College,SD,2,761.0,725.0,306.0,21.0,58.0,1337.0,300.0,10990.0,10990.0,1622.0,1622.0,125.0,600.0,1021.0,66.0,10.4,69.0
1075,Black Hills State University,SD,1,938.0,938.0,588.0,7.0,23.0,2629.0,1283.0,1323.0,3222.0,,,934.0,500.0,,63.0,29.2,51.0
1076,Dakota Wesleyan University,SD,2,342.0,182.0,135.0,12.0,32.0,538.0,228.0,7540.0,7540.0,,,,600.0,1400.0,38.0,11.4,75.0
1077,Dakota State University,SD,1,385.0,358.0,229.0,5.0,21.0,988.0,597.0,1323.0,3222.0,1186.0,1418.0,,600.0,,47.0,19.4,35.0
1078,Huron University,SD,2,600.0,197.0,124.0,3.0,9.0,392.0,69.0,7260.0,7260.0,1910.0,1180.0,330.0,600.0,1840.0,31.0,12.9,21.0
1079,Mount Marty College,SD,2,279.0,276.0,126.0,17.0,37.0,600.0,435.0,6844.0,6844.0,,,636.0,500.0,500.0,45.0,11.7,44.0
1080,Northern State University,SD,1,2056.0,2054.0,2054.0,10.0,40.0,2239.0,686.0,1411.0,3437.0,1128.0,1074.0,832.0,550.0,1925.0,68.0,20.2,54.0
1081,Sioux Falls College,SD,2,437.0,400.0,211.0,13.0,35.0,614.0,271.0,8990.0,8990.0,1340.0,1724.0,,500.0,1700.0,73.0,14.8,48.0
1082,South Dakota School of Mines and Tech.,SD,1,1034.0,932.0,866.0,27.0,55.0,1691.0,557.0,1364.0,3573.0,1200.0,1700.0,1309.0,500.0,1707.0,80.0,15.5,
1083,South Dakota State University,SD,1,2807.0,2589.0,1701.0,13.0,37.0,7000.0,1103.0,1454.0,3811.0,1120.0,1070.0,1024.0,500.0,1970.0,62.0,15.0,67.0
1084,University of South Dakota,SD,1,2160.0,2031.0,1268.0,15.0,39.0,5368.0,1066.0,1454.0,3811.0,1208.0,1412.0,1125.0,675.0,1118.0,71.0,14.6,
1085,Austin Peay State University,TN,1,2863.0,2154.0,1179.0,,,4772.0,2763.0,1616.0,5550.0,1460.0,1470.0,262.0,700.0,1572.0,66.0,18.2,36.0
1086,Belmont University,TN,2,1220.0,974.0,481.0,28.0,67.0,1964.0,623.0,7800.0,7800.0,1974.0,1690.0,250.0,650.0,900.0,61.0,11.1,49.0
1087,Bethel College,TN,2,502.0,384.0,104.0,11.0,28.0,347.0,74.0,6200.0,6200.0,2900.0,,,600.0,800.0,63.0,11.7,35.0
1088,Carson-Newman College,TN,2,1096.0,951.0,464.0,27.0,62.0,1776.0,239.0,8150.0,8150.0,1260.0,1890.0,450.0,400.0,500.0,61.0,13.6,67.0
1089,Christian Brothers University,TN,2,880.0,520.0,224.0,16.0,42.0,1068.0,364.0,9300.0,9300.0,1350.0,1910.0,120.0,600.0,900.0,81.0,11.1,63.0
1090,Cumberland University,TN,2,308.0,281.0,199.0,12.0,32.0,491.0,251.0,5500.0,5500.0,1850.0,1100.0,200.0,250.0,,55.0,11.3,37.0
1091,David Lipscomb University,TN,2,1239.0,1134.0,611.0,,,1957.0,343.0,5775.0,5775.0,1450.0,1890.0,1110.0,500.0,1700.0,97.0,16.2,73.0
1092,East Tennessee State University,TN,1,3330.0,2730.0,1303.0,15.0,36.0,6706.0,2640.0,1800.0,5800.0,1600.0,1800.0,,600.0,2200.0,73.0,14.0,42.0
1093,Fisk University,TN,2,1078.0,720.0,226.0,24.0,36.0,850.0,,6240.0,6240.0,1572.0,2118.0,75.0,600.0,1900.0,74.0,12.5,43.0
1094,Freed-Hardeman University,TN,2,895.0,548.0,314.0,20.0,54.0,1174.0,50.0,5500.0,5500.0,1590.0,1750.0,770.0,600.0,1600.0,68.0,16.1,62.0
1095,King College,TN,2,355.0,300.0,142.0,34.0,65.0,509.0,44.0,8664.0,8664.0,1630.0,1720.0,700.0,600.0,3000.0,65.0,10.7,65.0
1096,Knoxville College,TN,2,503.0,408.0,293.0,13.0,46.0,776.0,68.0,5400.0,5400.0,1600.0,1550.0,170.0,600.0,1092.0,30.0,11.1,
1097,Lambuth University,TN,2,831.0,538.0,224.0,15.0,35.0,840.0,325.0,5170.0,5170.0,1400.0,2030.0,210.0,600.0,1590.0,61.0,16.1,60.0
1098,Lee College,TN,2,651.0,498.0,453.0,,23.0,1831.0,180.0,4788.0,4788.0,1660.0,1660.0,132.0,500.0,1800.0,42.0,18.5,52.0
1099,LeMoyne-Owen College,TN,2,409.0,261.0,177.0,15.0,59.0,983.0,149.0,4200.0,4200.0,500.0,1200.0,65.0,500.0,500.0,59.0,16.2,
1100,Lincoln Memorial University,TN,2,787.0,562.0,363.0,21.0,55.0,925.0,605.0,5950.0,5950.0,1200.0,1690.0,120.0,600.0,1300.0,67.0,14.6,53.0
1101,Maryville College,TN,2,1464.0,888.0,176.0,26.0,52.0,624.0,128.0,11200.0,11200.0,1998.0,2210.0,150.0,500.0,1642.0,80.0,11.1,51.0
1102,University of Memphis,TN,1,3921.0,2557.0,1691.0,,,10621.0,4864.0,1974.0,5908.0,1633.0,,68.0,500.0,900.0,77.0,16.9,33.0
1103,Middle Tennessee State University,TN,1,4587.0,3423.0,2132.0,,,12541.0,2885.0,1616.0,5550.0,1584.0,974.0,176.0,500.0,,69.0,19.2,39.0
1104,Milligan College,TN,2,610.0,461.0,189.0,26.0,52.0,685.0,49.0,8200.0,8200.0,1600.0,1700.0,200.0,550.0,1000.0,63.0,12.0,64.0
1105,Southern Coll. of Seventh-day Adventists,TN,2,699.0,660.0,349.0,,,1198.0,296.0,8414.0,8414.0,1530.0,1966.0,250.0,504.0,900.0,49.0,14.1,59.0
1106,Rhodes College,TN,2,2302.0,1831.0,391.0,58.0,82.0,1345.0,59.0,15200.0,15200.0,2696.0,2072.0,158.0,550.0,1500.0,90.0,10.8,77.0
1107,Tennessee State University,TN,1,6626.0,4122.0,721.0,24.0,31.0,4566.0,1913.0,1470.0,4836.0,986.0,1304.0,70.0,,,72.0,18.6,41.0
1108,Tennessee Technological University,TN,1,2594.0,2542.0,1580.0,11.0,29.0,6461.0,910.0,1740.0,4025.0,1505.0,2125.0,,700.0,1400.0,76.0,16.9,54.0
1109,Tennessee Wesleyan College,TN,2,232.0,182.0,99.0,7.0,29.0,402.0,237.0,7070.0,7070.0,2140.0,1500.0,150.0,400.0,3158.0,59.0,8.9,36.0
1110,Trevecca Nazarene College,TN,2,272.0,272.0,145.0,13.0,50.0,770.0,213.0,4750.0,4750.0,1870.0,1400.0,320.0,500.0,800.0,57.0,14.0,49.0
1111,Tusculum College,TN,2,626.0,372.0,145.0,12.0,34.0,983.0,40.0,7700.0,7700.0,3400.0,,100.0,450.0,800.0,70.0,21.9,52.0
1112,Union University,TN,2,846.0,752.0,406.0,35.0,84.0,1688.0,502.0,5780.0,5780.0,1580.0,950.0,134.0,550.0,600.0,44.0,13.5,
1113,University of Tennessee at Chattanooga,TN,1,2091.0,1338.0,991.0,,,5359.0,1758.0,1824.0,5800.0,1704.0,1600.0,,600.0,1025.0,76.0,16.8,39.0
1114,University of Tennessee at Knoxville,TN,1,7473.0,5372.0,3013.0,27.0,53.0,15749.0,3237.0,1830.0,5764.0,1584.0,1678.0,222.0,750.0,3300.0,86.0,16.5,53.0
1115,University of Tennessee at Martin,TN,1,1934.0,1500.0,1123.0,,,4669.0,675.0,1900.0,5832.0,1490.0,1400.0,,500.0,1000.0,68.0,19.6,48.0
1116,University of the South,TN,2,1445.0,966.0,326.0,46.0,83.0,1129.0,24.0,15350.0,15350.0,2010.0,2070.0,175.0,450.0,810.0,89.0,10.3,82.0
1117,Vanderbilt University,TN,2,7791.0,4690.0,1499.0,71.0,92.0,5500.0,90.0,17865.0,17865.0,4132.0,2393.0,964.0,630.0,952.0,93.0,5.8,83.0
1118,Bryan College,TN,2,315.0,242.0,108.0,,,410.0,15.0,7300.0,7300.0,2200.0,1750.0,390.0,450.0,,70.0,12.6,62.0
1119,Abilene Christian University,TX,2,1660.0,1232.0,721.0,23.0,52.0,2885.0,537.0,7440.0,7440.0,,,,450.0,2200.0,70.0,18.1,60.0
1120,Angelo State University,TX,1,3540.0,2001.0,1016.0,24.0,54.0,4190.0,1512.0,840.0,5130.0,1324.0,2268.0,734.0,500.0,2000.0,60.0,23.1,34.0
1121,Austin College,TX,2,948.0,798.0,295.0,42.0,74.0,1120.0,15.0,11280.0,11280.0,,,125.0,400.0,1150.0,81.0,13.0,71.0
1122,Concordia Lutheran College,TX,2,232.0,216.0,106.0,16.0,34.0,534.0,172.0,6900.0,6900.0,3800.0,,480.0,450.0,1825.0,67.0,12.1,42.0
1123,Dallas Baptist University,TX,2,360.0,314.0,155.0,37.0,64.0,848.0,1542.0,5400.0,5400.0,1330.0,1940.0,130.0,500.0,,48.0,14.4,87.0
1124,East Texas Baptist University,TX,2,379.0,341.0,265.0,10.0,36.0,1050.0,151.0,4950.0,4950.0,1040.0,1740.0,470.0,530.0,1500.0,62.0,15.7,38.0
1125,East Texas State University,TX,1,2219.0,1441.0,719.0,,,4129.0,1343.0,1580.0,5390.0,,,,810.0,1080.0,87.0,21.8,35.0
1126,Hardin-Simmons University,TX,2,467.0,424.0,350.0,16.0,40.0,1365.0,334.0,6300.0,6300.0,1360.0,1620.0,480.0,700.0,2140.0,75.0,13.7,38.0
1127,Howard Payne University,TX,2,516.0,454.0,322.0,13.0,34.0,1201.0,214.0,5190.0,5190.0,1680.0,1312.0,320.0,400.0,,59.0,12.7,37.0
1128,Houston Baptist University,TX,2,413.0,330.0,215.0,,55.0,1247.0,430.0,5400.0,5400.0,2340.0,,210.0,600.0,,65.0,14.0,56.0
1129,Huston-Tillotson College,TX,2,261.0,159.0,114.0,7.0,20.0,455.0,84.0,5180.0,5180.0,2064.0,1560.0,660.0,500.0,1857.0,55.0,11.0,
1130,Incarnate Word College,TX,2,1163.0,927.0,386.0,16.0,49.0,1685.0,556.0,8840.0,8840.0,2049.0,2640.0,110.0,750.0,2775.0,67.0,11.4,95.0
